# 【geoguessr】日本マップNMで使える知識を300個以上紹介します！

[00:00:30] かわいいチャージャーとか食べたことないから
[03:56:48] 奈良県の 標識いきます
[03:56:56] 奈良県の標識はこういう感じに赤と白のシェブロンがついています
[03:57:04] シェブロンテープみたいながついています これは奈良県限定の標識ですね
[03:57:12] 奈良県のダイヤはこれ初登場のダイヤになります 4つに分かれてますね
[03:57:21] 4つに分かれてて半時計回りです でこれまちっちゃいダイヤなんですけど大きいダイヤ通常の大きさのダイヤもありますが
[03:57:30] これちっちゃいダイヤが存在しています ちっちゃいダイヤは初めてですかね細いダイヤはありましたけど
[03:57:38] ちっちゃいダイヤが存在してますで半時計回りに4つ 奈良県限定ですね
[03:57:47] 大きい場合もありますけど まあとりあえずそれを
[03:57:52] 奈良県の泊まれは 紹介した通り関西によくある間が丸っこい
[03:58:02] 例はここ隙間があるタイプです 関西でよく見るタイプですね
[03:58:12] 奈良県のマンホール奈良市のマンホール紹介します 奈良市のマンホールはこういうなんか桜かな
[03:58:20] 花があって真ん中になって書いてあります 奈良県の奈
[03:58:25] が書いていそうに見えるかと思います こういう花があって真ん中に字が書いてあるって言うので
[03:58:32] 奈良市を当てれるといいかと思います
[03:58:38] えっと奈良県の景色いきます
[03:58:45] あでした奈良県の景色は全体的に平ですね 基本は
[03:58:52] ちょっと裏がもやくかかっています 全体的に平で田んぼ畑が広がっています
[03:59:01] なんですけどそれ以外は山ですね周りは結構
[03:59:06] 山が存在している
[03:59:10] 山に囲まれているけど基本的には平っていうのが奈良県の基本的な景色で まあこの生駒とか
[03:59:18] 奈良市北とかこっちのエリアは結構坂がすごいんですけど この奈良市からこの柏原市とかこういうエリアは基本的には平です
[03:59:30] で奈良県南部ですね吉野とかこっちのエリアはほとんど出ません あそうですね
[03:59:38] 東西南北っていうのもかなり特徴ですね
[03:59:43] 奈良県南部のこっちのエリアはほとんど出ません もうすごい山ん中ですこっちのエリア
[03:59:50] ほとんど出ないですね
[03:59:54] ん
[03:59:56] というのが奈良県の全体的な特徴です 奈良県の
[04:00:00] 市街局版全域で074を使っていますが先ほど滋賀県でもあると言いましたが 奈良県は0742から7です
[04:00:10] 滋賀県は074089のどれかです 4桁目で目分けることができます奈良県は0742から7
[04:00:22] が奈良県で和歌山県に行きます
[04:00:31] 和歌山県の標識
[04:00:36] あ和歌山県の標識変わったものを紹介します これ標識というか信号機なんですけど信号機に
[04:00:45] 謎のキャラクターがいます 名前なんだったっけな
[04:00:51] 和歌山の警察の なんでしたかね
[04:00:56] やつなんで和歌山県にしか存在しませんこのキャラクター 和歌山県のキャラクターなので
[04:01:03] いたるところにいます和歌山県ここにもいますね
[04:01:09] これが和歌山県の キャラクターです
[04:01:19] あで和歌山県のダイヤですね 和歌山県のダイヤは
[04:01:24] 奈良県と同じタイプで4つ半時計回りにあるんですけど まあこちらは通常の大きさですね
[04:01:31] 奈良県も通常の大きさそうですね奇襲君でしたあのキャラクター 奇襲君がいたら和歌山県確定ですね
[04:01:39] これ時計半時計回りなんですけど奈良県と同じダイヤですが 和歌山県はちっちゃいダイヤが存在しないですね
[04:01:47] この大きさしか存在しない えっとこのダイヤが存在するのは奈良県か和歌山県2択になります全国でも
[04:01:57] なので結構覚えどくってですねそうですね奇襲君こんなキャラクター いたんですよ実は
[04:02:04] あまり知られてないんですけど
[04:02:08] 和歌山止まれはですね関西でよくある止まれプラスもう一種類あって
[04:02:14] なんか間が横長間の丸い部分円の部分が横長なんですよ でれもなんか
[04:02:22] なんか柔らかい感じ これは悔やま限定の止まれです
[04:02:29] 関西のによくある止まれももちろん和歌山県にありますけど これは和歌山県限定ですね
[04:02:38] 和歌山 マンホールいきましょうか
[04:02:43] 和歌山マンホールは 見えないんですけど
[04:02:49] にくいんですが
[04:02:53] 6角形ですね 6角形というか6棒星ですね
[04:02:59] これ和歌山市マンホールです 6棒星マンホール
[04:03:08] で ここも自分で見つけたやつ紹介します
[04:03:13] マイナーなやつ紹介します 先ほど滋賀県で紹介したように青看板の裏にこういう出っ張りが存在することがあるんです
[04:03:19] けど 先ほどの滋賀県と大きさが違っててめっちゃちっちゃいですね出っ張りが和歌山県の場
[04:03:26] 出っ張りがちっちゃくてさらにここに何か釘みたいなのが ついてますこれは和歌山県
[04:03:33] ほぼ確定の 青看板です
[04:03:38] 大きかったら滋賀か宮崎なんですがこれがちっちゃくてなんか出っ張りがついてる っていうのは和歌山もしくは奈良かな
[04:03:45] になります
[04:03:49] そして景色ですねまぁ和歌山といえば みかん
[04:03:54] ってことで みかんがずーらーと並んでおります
[04:04:01] まあみかんを見たらだいたい これぐらい大量にあったら和歌山か愛媛に置きたくなるんですが見分け方としては
[04:04:09] 和歌山は こういう東西に山が連なっている場所が多いですね
[04:04:16] でもこの木の川沿いとかもここ山だしここ山ってことで東西に山が連なってて っていうのが和歌山県でよくある景色なので
[04:04:27] そのあたりで見分けるといいかな まああとは電力もそうですけれども
[04:04:33] というのが和歌山県で 注意点として和歌山県には飛び地が存在しています北山村があって
[04:04:41] 全国で唯一 ですね飛び地の自治体が
[04:04:47] 他の県 としか接していない飛び地の北山村が存在するんですが
[04:04:53] まあ出たことないですね
[04:04:57] 以上です で和歌山県とか行くと
[04:05:02] 初めて紹介 今回初めて説明しますけど
[04:05:07] ヤシとかもめちゃくちゃもちろんありますけど
[04:05:12] 和歌山県はですね やっぱり至るところに海抜表示があります
[04:05:19] まあこの辺りとかだともう地震があったらすぐに津波が来てしまうようなエリアなので 海抜表示が特に太平洋側は
[04:05:29] 至るところにあるんですが
[04:05:33] パッと見つけられないんですけど
[04:05:37] まあこういうエリア至るところに存在します
[04:05:41] 和歌山県沿岸部はだいたいどこでも存在する あとはまあ四国沿岸とか九州宮崎とかもありますけど
[04:05:49] 太平洋沿岸部は至るところに海抜表示があります
[04:05:55] というのが和歌山県で市街区版は全域で 073です
[04:06:04] さあじゃあ大阪に行きます
[04:06:12] 大阪は
[04:06:16] 標識いきましょうか
[04:06:20] 大阪の標識はこういう青いテープが巻いてあってかつ かつというかアルリブがあります
[04:06:28] 関西電力でアルリブ 海抜表示板の分布もちゃんと調べたいところ
[04:06:33] ですね
[04:06:36] 関西で アルリブがあるのは大阪だけだと思います
[04:06:42] おそらく
[04:06:48] で大阪の止まれは関西によくある 間が丸っこくてでは隙間があるよっていうタイプですね
[04:06:56] 関西でこの止まりを使っているのは兵庫大阪 なら和歌山
[04:07:03] です 大阪外区
[04:07:08] なんですけど堺市ですね堺市の外区なんですけど はい
[04:07:14] 宿屋町東3丁1ってことで 超目はっていうふうに思われるか
[04:07:21] まあそうですね一般的には3丁目になるんです けど堺市ではこういう3丁
[04:07:27] で終わる ところが大量に存在しています
[04:07:32] 堺ぐらいじゃないですか3丁っていうの 3丁目の目の部分がないってのはかなり
[04:07:39] 堺っぽい感じがします キツナリさんこんにちはなんと4時間も
[04:07:43] やっておりますまだ大阪ですここから まだ中四国九州沖縄残っております
[04:07:50] かなり疲れてきたんですけど
[04:07:54] ん
[04:08:01] はいまぁこれ3丁っていうのは境でよく見 ます
[04:08:08] でマンホール 境市マンホールからいきます境市マンホールは
[04:08:13] こういう感じに見にくいんですけどフォーク が3本並んでるっていうイメージですね
[04:08:19] フォークフォークフォーク 3方向に何かフォークの根先が向いてるって感じ
[04:08:26] フォーク3本並べてあるっていうのが堺市の マンホールです
[04:08:33] で大阪市マンホールは 大阪城ですね
[04:08:37] 大阪城が映ってますでこの間このマーク が大阪市省ですかね
[04:08:45] 至るところに存在しますこのマーク なんかアンテナーみたいなアンテナ受信
[04:08:50] みたいな感じの マークなんですけど
[04:08:54] このマークですね これ大阪市
[04:08:57] で至るところで見ますのでこれを覚えると いいかと思いますか
[04:09:02] ちょっとなかなか どこでしょうねこれなかなか大丈夫な
[04:09:06] 場所がこれ
[04:09:11] 大阪です
[04:09:14] ことで大阪は以上で市街局版は大阪市 周辺が06
[04:09:20] それ以外は072となっております ということで大阪終わって関西電力
[04:09:27] 終わりました で中国電力県内に行きます
[04:09:34] 鳥取県から行きます
[04:09:39] 鳥取県は 標識が
[04:09:45] 使えまして こういう黄色と青の
[04:09:51] やつがついてますちっちゃいケールタウン テープがついてます
[04:09:55] 似てるのが岡山県にもあるので要注意です
[04:10:00] ダイヤはダイヤ初登場のダイヤです
[04:10:06] こうやって真ん中でスパッと横に切れてるダイヤがあります
[04:10:10] このダイヤを使っているのは鳥取、島根、佐賀、三択になります
[04:10:19] 鳥取マンホール行きましょうか
[04:10:23] 鳥取マンホールこれわかりやすいですね
[04:10:26] なんでしょうか何なのかよくわからんけどこの
[04:10:29] この形のものが2つ並んでる 円盤が2つ並んでる感じ
[04:10:35] これ何なのか自分はわかってないけど こういう歯車みたいな円盤が2つ並んでいるのが鳥取市のマンホールです
[04:10:50] 鳥取の典型的な景色紹介します
[04:10:54] これダイセンですかね
[04:10:56] 見える方向によってだいぶ形が違うんですけど見える方向によっては富士山みたいな形に見えることがあって
[04:11:03] 雪がかぶっていると東北の山と間違えたりするので要注意なんですが
[04:11:09] ダイセンのこういう岩の山のボコボコ感じがしますね
[04:11:16] ですね
[04:11:19] イナバの傘を取り なるほど傘なんですね
[04:11:23] UFOっていう覚え方でいいかもしれません かつこっち山側なんですけど海側を見ると
[04:11:31] なんかもうすぐ海が広がってる感じですね山が見えて たまに風力発電を見ることができるんですが
[04:11:41] 山が南にあって北に向かって海で 風力発電があるっていう時点で全国でも多分鳥取ぐらいしかないですねこういう
[04:11:49] 景色を 北海南山風力発電鳥取
[04:11:55] のダイセン周辺って感じがします このあたりは結構いろんな農業してるんで
[04:12:02] 本当なんかいろいろ育ってますこのエリア お米とか多いですけど
[04:12:07] これが鳥取のこのダイセンの北のエリアですね
[04:12:12] って感じで鳥取県はもう以上になりますか 市街局版が057
[04:12:20] で あー違う失礼085
[04:12:24] ですけど島根県と同じです なので4桁目が必要になってきて島根鳥取県は
[04:12:33] 0857から9 覚え方としては鳥取鳥がなくと覚えてください
[04:12:40] 4桁目は 鳥がなくなので7から9
[04:12:44] 覚えてください ってことでそのまま島根県に行きます
[04:12:54] 島根県は 標識がわかりやすいものがありまして
[04:13:00] これですね細いテープ 細いテープといえば青森県にもあったんですけど
[04:13:05] まあだいぶ景色が違います で細いテープでまあカラーバリエーションがあるかと
[04:13:10] 思いますけど1本しかありません 山形県は3本とか複数カラフルありました
[04:13:16] けど 島根県は1本だけです
[04:13:22] で細いテープ
[04:13:25] で島根県ガードレールが使えます
[04:13:29] 穴がこれ黄色いガードレールで山口じゃんって言われるかもしれないですけどこれ 錆びてるだけですねおそらく
[04:13:36] でそれより足元ですね先ほど三重県にもあったように黄色い太いテープが 島根県でよく見ます
[04:13:45] 三重県よりも多分出現率が高いですね
[04:13:49] なんでこれ見たら 三重か島根かなっていうふうに思うといいかもしれないですね
[04:13:55] 100パーじゃないですか そして島根県の典型的な景色出雲市いきます
[04:14:01] 出雲市は北に山があります 南にも山があります
[04:14:08] でさらに屋根が 赤襲瓦
[04:14:12] オレンジっぽい瓦屋根が黒っぽい屋根とか がずっと続いています
[04:14:19] もうこれは完全にもう出雲市とか松江市とかにしかない景色ですね 赤襲瓦で北に山南に山で平
[04:14:31] っていうのはもう赤襲中国地方でももう出雲市周辺しかないかな って感じがします
[04:14:39] でまぁ山奥に入ると もう赤襲瓦しかないんです
[04:14:45] オレンジ瓦しかないっていう感じ 特に多いのが今ここ紹介してるんですけど島根県の大南町っていう場所で
[04:14:55] あの 赤襲瓦大量にあったらとりあえず大南町に置いてたらだいたいなんとかなります
[04:15:02] ということで島根県でした赤襲瓦が大量にありますよという感じですね で島根県の市外国版は鳥取県と同じく08号なんですけど
[04:15:14] こちらは08号4桁目が 1から
[04:15:19] 6ですね 1から6
[04:15:22] 中国電力で開発されてない広大な平地は夜名古から出雲のあたりにしかない そうですね あのあたりめちゃくちゃ平和で赤襲瓦でっていうところで
[04:15:32] まぁこっちここ島根県ですね ここの市外国版08号1です
[04:15:38] で2から6が島根県の本土で 鳥取県は鳥がなーくっですね
[04:15:49] ということで岡山県に行きます
[04:15:57] 岡山県はいろいろ紹介するものがありそうですね 標識先ほど鳥取県で紹介した標識に似ていますがこちらは
[04:16:06] オレンジカラーかな そんなブラーがもやっ
[04:16:11] オレンジですね 鳥取県はどんなんだったかというと
[04:16:20] 鳥取県は黄色青でしたけど 岡山県は
[04:16:26] オレンジ一色って感じかな これ岡山県の標識です
[04:16:32] で岡山県の
[04:16:36] えっと ボラーやダイヤいきましょう
[04:16:42] 岡山県ダイヤは 半時計回り
[04:16:46] このタイプですねこことここに切れ目があって半時計回りのタイプ これが使われているのは復習になりますが宮城県と京都兵庫県
[04:16:57] で岡山県ですかね
[04:17:01] ので中国地方でこのダイヤを使っているのは岡山県限定です 大きさが違って広島県にあります
[04:17:13] で岡山県ボラードいきます 岡山県のボラードは
[04:17:19] このここに赤い線があって八角形の反射板がついてます 若干富山県ぽいっていうふうに思えるかもしれないんですか富山県はスノーポールの
[04:17:29] 意味を持ってボラードつけてるんですか岡山県は スノーボールというか単に単なるボラードで
[04:17:36] なんかそういうスノーポールのためっていうんじゃないので伸びないですねこう これ岡山県限定ボラードになります
[04:17:46] ん 式か山ガードレール
[04:17:50] あ これも景色か
[04:17:54] じゃあ岡山県の景色
[04:17:58] まあこっちが良く 岡山県はですね
[04:18:04] あこれですね先ほど新潟県で出たこの ガードレールの端についてるやつ
[04:18:11] これ存在しているの新潟県と鳥取岡山 広島島根山口県にはないですおそらく
[04:18:20] のでご宅になりますこれがあったら
[04:18:24] はい エカンですね
[04:18:27] で景色行くとまあ岡山市から倉敷市のこの平らなエリア 平野はめちゃくちゃ平らですねで赤シュガーはないです
[04:18:37] ほとんどタウン ほぼほぼ赤シュガーがなくて
[04:18:42] で岡山ブランドありますけど で岡山市は
[04:18:46] 実際どうなのかわかりませんけど洋水路に 柵が設置されてないとか
[04:18:53] あるとかないとか言いますけど実際どうなのかわかりません まあ中国地方でこれだけ平らなのはだいたい岡山ですか
[04:19:00] 広島はあんまり平らなとこはそんなにない
[04:19:05] 岡山になります
[04:19:08] そして 北のエリアに行きますけど
[04:19:13] ですね新城村間にはシートが来た鳥取県の 県境付近なんですが
[04:19:19] ここはすごい景色が広がっています 雪カバレッジですねもうあたり一面雪っていう景色
[04:19:27] は実は日本だとこんな景色がほぼほぼ存在しなくて こういう
[04:19:34] ヒルゼンっていう大戦の南エリアなんですけど このエリアぐらいしかないですね人食い用水路
[04:19:42] そうですね 柵が存在している
[04:19:46] あとは新潟県にもちょこっとありますけど屋根が 赤シュガーはらがちょくちょくあるって感じ
[04:19:53] こういうのはもう 雪コンデこれだけ大量に雪が存在しているって
[04:20:00] だけで岡山県北に置きたくなりますね
[04:20:04] っていう景色です そして岡山県はもう一つ覚えて欲しいのがありまして
[04:20:12] がこの岡山県西部高橋市が存在するんですけど高橋市限定の車があります こちらですね
[04:20:19] まあ日本にもちょくちょくアンテナがある車あるんですけど 高橋市の車はここに何かテープが巻いてあります
[04:20:27] テープかわかんないですけどテープらしきものが巻いているので なんか白っぽいのがアンテナについています
[04:20:33] これは全国でも高橋市にしか存在しない アンテナになります
[04:20:41] めちゃくちゃピンポイントアブルなので これはそんなに出てこないですけど
[04:20:47] aaj とかだったらよく出てきます
[04:20:51] ということで岡山県でした 岡山県市外局番は全域で086です
[04:21:01] 長いな疲れてきたさすがに
[04:21:11] 広島県いきます 広島県は
[04:21:18] 広島県の標識はこういう黄色いテープが1本巻いてあってそれ以外は 何もないかなって感じですね
[04:21:26] 黄色テープ単に1本だけっていうのが広島県って感じですね
[04:21:36] で広島市の外国人の方が多いんですけど 広島県の方が多いんですけど
[04:21:44] はいで広島市の外区表示版ですこのオリーブカラーっていうのか なんか濃い緑みたいな感じ
[04:21:55] この色の外区表示版は全国で広島市しか使ってないんじゃないかなって感じがします もっとなんていうか鮮やかな緑色
[04:22:04] を使っているところは大量にあるんですけど 広島市はなんかこういう
[04:22:10] オリーブカラー的な緑色を使っている 唯一の自治体かなって思いますこれが広島市の外区表示版です
[04:22:22] でまぁ広島市マンホールまあずいぶん前に出てきましたけど仙台市の逆ですね 広島市は横に3本です
[04:22:30] で太さはそれなりにあります仙台は縦に3本で細いやつでした 横3本は広島縦3本は仙台です
[04:22:41] で広島ダイヤ 広島ダイヤは岡山で紹介したのとめちゃくちゃ似てると思われるんですが
[04:22:50] ちっちゃいです 半時計回りで
[04:22:54] こう切れ目半時計回り こういう
[04:22:57] これは広島と徳島しかないダイヤです 岡山と違って大きさがちっちゃいので見分けることができます
[04:23:09] というのが広島です 広島は市街局版が広島市の方
[04:23:16] 広島市とか三好市とか 竹原までかな
[04:23:21] こっちのエリア広島県西部は082で 福山とか府中とかこっちの方は
[04:23:30] 084になります
[04:23:35] 日本三大3本マンホール 広島仙台川越え
[04:23:41] ですね 仙台と
[04:23:44] 広島はよく出ますので特に大事だと思います
[04:23:51] 山口県行きます山口県標識は 広島県とちょっと似てるんですが黄色のテーププラス青いテープもあります
[04:24:01] 日本のテープがあるっていうのが特徴です 1本だけだと広島
[04:24:06] ぽいかなって感じがしますがご覧のように 青いテープ
[04:24:11] 黄色のテープ青いテープ黄色のテープ これが山口県の標識の特徴です
[04:24:19] 山口ダイヤ 特徴があって
[04:24:23] 細いです過去がはも3本 方がを3本
[04:24:30] 兵庫県の過去がはしです 細いダイヤですね先ほど出てきたので言うと長野県と同じタイプのダイヤ
[04:24:36] です 中国電力で細いダイヤは山口県にしか存在しません
[04:24:46] 山口ボラードが存在します山口ボラードというか これですね
[04:24:51] この 片方にこういうオレンジのやつが付いてて裏側から見ると
[04:24:57] でもこういうオレンジオレンジオレンジって こういうやつこういうタイプのボラードってメインは九州に
[04:25:04] あるんですけど山口県にも存在します 中国地方だと山口県にしか多分ないと思います
[04:25:10] で一部たまに茨城とかにもあったりします
[04:25:15] ので要注意ですねまぁこれ見たらだいたい九州 っぽいなって感じがしますね
[04:25:24] そしてまあ山口といえば皆さんご存知 黄色ガードレールですね
[04:25:31] 黄色が売れる
[04:25:35] があります錆びたんじゃなくて元から黄色い 色のガードレールですね
[04:25:40] でも後赤州河原っていうのが確定セットって 感じです
[04:25:44] 黄色ガードレール実はもう 若干他のエリアにも存在して99%山口県
[04:25:51] なんですけど 1%まあ
[04:25:54] ここがね一味は採用が増えてるんだと思う 千葉県とか大分県もよく存在しますけど
[04:26:02] 山口県がだいたいですね って感じがします
[04:26:08] とりあえず見たら山口県を思い浮かべて ください
[04:26:12] 山口県を以上で市街区版は だいたい083ですが
[04:26:19] 岩国とか言わない人が 諏訪大島は082を使っています
[04:26:26] ということで中国地方職種取得と速度に ある場合に限る気がする4車線道路の中央
[04:26:32] 分離帯とかでは別の地方でもよく使われる だそうでございます補足ありがとうございます
[04:26:40] 市街区版082083 084
[04:26:46] 085086 って感じになっております
[04:26:51] じゃあはいよいよ四国行きます
[04:26:57] 想像以上に長くなってしまっていて自分でも 驚くんですよ
[04:27:01] 香川県は
[04:27:05] 標識が
[04:27:08] 使えます はい香川県は
[04:27:13] ご覧のようにな標識ですこのよういうは縁メッキで 黄色赤黄色のテープ
[04:27:21] でもこれ香川県確定じゃなくて四国だと思う 徳島県以外はあります
[04:27:26] 愛媛県もたまに愛媛県はあんまりないから 極まれにとかかなと思うんですけど高知県と
[04:27:32] 香川県がよく見ますね 黄色赤黄のやつ
[04:27:36] 余裕は縁メッキで
[04:27:39] でもう1個標識があって この目みたいなやつですね
[04:27:45] 黄色い丸黒背景に黄色丸 これは香川県
[04:27:50] がほとんどかな9割以上香川県だと思います
[04:27:57] そして 香川
[04:28:01] まあじゃないけど四国ボラード紹介します 四国のボラードは反射版あって白いんですけどここに黒いやつがあるのが
[04:28:09] 特徴ですね
[04:28:12] この頭の部分に黒いのが ついてるっていうのは四国にしか存在しません
[04:28:19] 四国全域に存在します結構このやついたるとこに存在しててこういう 普通に単体で存在してるのもあればなんか
[04:28:28] 道路脇からひょこっと出てるっていうか ちょっとだけこの頭の部分だけ出てるみたいなのも存在するんですがその場合でも
[04:28:38] ここは黒いですね
[04:28:44] 香川ダイヤこれは香川確定のダイヤです こことここに切れ目があって
[04:28:51] こういう形 大きさが違う奴が2つ交わっている感じ
[04:28:56] これにてるのが静岡県にありましたが静岡県は細いダイヤなので 通常の大きさのダイヤは香川県限定になります
[04:29:09] 四国の他他の情報で拾うことが多くてボラードまではあんまり見てなかったなぁ もうですねあのボロアートはまぁ一応四国ってこと
[04:29:19] 県書いてある県とか市町村書いてあることよくあります
[04:29:25] 香川の
[04:29:28] 道路
[04:29:31] あ そしてここでも初めての要素が出てきますが香川県
[04:29:36] 速度表記まあこれは全国もちろんどこにでもあるんですけど ここに縦線で切れ目が入ってます
[04:29:44] 5とか0 こういうのがあるのは四国だと香川か徳島になります四国の変な標識リブの分布
[04:29:51] わかる
[04:29:54] a それはわかんないですね この
[04:29:58] この
[04:30:00] この切れ目が入っているやつは 香川・大和・徳島になります
[04:30:09] で香川県の洋壁 初めて洋壁に触れますけど
[04:30:14] 洋壁紹介します 洋壁というのはこういう壁ですね
[04:30:19] こういう道路脇とか家のところにある壁なんですけど
[04:30:24] 一般的にはこういう形が敷き詰められているんですが
[04:30:29] この端の部分がですね こういう感じに何か五角形になっています
[04:30:34] 普通はここ三角形でこういう感じになってるんですけど
[04:30:41] 香川県と愛媛県の洋壁は 五角形に削られているということがよくあります
[04:30:48] 100%じゃないですか こういう洋壁が香川県と愛媛県に存在しています
[04:30:54] で昭都島は先ほど紹介したように中国電力です
[04:30:59] って言ってもこれじゃ中国電力わからない こういうなんか変なポールトップがある中国電力です
[04:31:10] で香川県の景色 まあこれは一番有名ですが
[04:31:15] 犬山ですね めちゃくちゃ丸っこい絵に描いた山
[04:31:21] がもうそこら中に存在するって感じ これはもう香川県当てる上で一番大事な要素ですね
[04:31:28] 犬山ここにあります丸亀市の南東エリア
[04:31:34] であとは 宇多津っていう境でのエリアにあってこの
[04:31:42] 瀬戸大橋のつながっている場所なんですが宇多津には こういう感じのすごいなんか線路が
[04:31:51] こういう感じに存在しているんですけど四国で高架の線路が存在しているエリアって めちゃくちゃ珍しくて
[04:31:57] この宇多津ぐらいしかないかもしれないですね あとこういう高いタワーとかあります
[04:32:04] これがまあ宇多津 周辺の景色ですね
[04:32:12] そして四国全般的に使えるんですがこちらですね この石があるんですけどここに
[04:32:20] 85番ヤクリ寺って書いてるんですけどこれを何かっていうと四国 お返路の88箇所を巡りですね
[04:32:28] それお寺こっちだよっていう紹介これは四国にしか存在しないですね でこの85番って書いてありますけどこの番号で
[04:32:37] だいたいエリアを絞ることができて一番が徳島県から始まります 徳島県北から始まって
[04:32:44] 1からこうぐるーっと 四国を回って最後88番香川県
[04:32:52] って感じになるので番号が増えていきますこう 時計回りに番号が増えていくので
[04:32:59] お寺の名前知らなくても 番号でだいたいの場所を
[04:33:05] 絞ることができますね
[04:33:08] ん
[04:33:10] なのでしかもそれなりにあの88カ所看板多いので 探す
[04:33:18] スキルっていうのが結構大事になってきます
[04:33:23] というのが香川県で市街局版全域で087です
[04:33:31] さあ者徳島県いきます
[04:33:35] ん 福島県はまず標識からいきます
[04:33:40] 福島県の標識 はまあ先ほど愛知県で似たの紹介しましたがこの
[04:33:47] ポールのちょっと根元から離れた部分が黄色く塗られている もしくは白くなっている場合もありますが
[04:33:54] 黄色く塗られています愛知県は根元が黄色いんですが 徳島県はちょっと離れた場所が黄色くなっています
[04:34:05] でダイヤですね
[04:34:09] 先ほど広島県で言った通り半時計もあり ここに切れ目があってちっちゃいダイヤ
[04:34:15] 広島県と同じダイヤです
[04:34:19] 四国のダイヤはそれぞれ県ごとに違うのでまず四国ダイヤを覚えるのは結構良かっ たりします
[04:34:35] あでこちらも香川県で紹介した通り 速度表記ここに切れ目があります香川か
[04:34:43] 福島ですね四国だと
[04:34:49] でマンホールいきます
[04:34:52] 福島市マンホールはこういう周りがうねうねしているうねうねうねしています で真ん中に t って書いてあるかなそういう感じのやつ書いています
[04:35:03] でこれ結構高知市のマンホールに似てるので要注意なんですが 徳島市は真ん中が t ってことで
[04:35:10] 徳島の t だと思えてください
[04:35:13] そして景色に行きます景色は
[04:35:19] まあこのエリアナルト市とかだと こういうエリアこういうなんかめっちゃ砂っぽい感じでこういう青とか緑の
[04:35:28] フェンスが無限に存在しています
[04:35:32] っていうのがめちゃくちゃこの この辺りっぽい景色ですね
[04:35:36] 特にこの里裏って言うんですけど日は この里裏このあたり島であれなんですけど里裏とかこのあたりとか
[04:35:46] はめちゃくちゃ 砂がすごくてこういうフェンスが無限に存在しているという感じがしますね
[04:35:54] ポンコツさんこんにちは
[04:35:57] はい そして
[04:36:01] 次はこちらですね こういうちんかわしですねもう柵がついてなくてなんか
[04:36:09] もうこういう道こういうちんかわしはそもそもまあ四国 がほとんどかな高知とか徳島によくあります
[04:36:20] でそのされている線路を見たら徳島 沖縄が除外されるですねそれはそうですね
[04:36:29] で あとこれもめちゃくちゃ典型的な景色で
[04:36:36] 北に山がこう東西に連なっている南にも山が 東西に連なっている
[04:36:41] で川が流れているっていうのがめちゃくちゃ 典型的な徳島の景色って感じですね吉野川が流れて
[04:36:48] でさらにこの南の山の端にはアンテナがこう立ってます こういう施設と建物
[04:36:55] これビザンって言うんですけど 徳島
[04:37:02] 吉野川南の果ての山がこのビザンです 徳島駅のあたりにあります
[04:37:10] これビザンでさらにさっき言ったように畑が広がってて 全体的に砂っぽい感じ
[04:37:20] でアンテナが ほぼほぼ見当たりません
[04:37:25] だそうです アンテナはほぼないです
[04:37:30] 珍しい全国的にも珍しいんですがアンテナが ほぼほぼ存在しません
[04:37:36] 多分実家もアンテナないです
[04:37:41] で最後ですね徳島県南端の景色なんですが ここに謎の高架みたいな高架というか線路みたいな
[04:37:49] 謎の道路が存在します
[04:37:53] これ何かというと dmv というやつがありまして
[04:37:59] 線路と陸と両方走れちゃう乗り物で もう日本でも
[04:38:06] ここにしか存在しません dmv があります
[04:38:12] で似たのに brt があるんですけども 似てはないか
[04:38:16] brt があって例えば まあこの気仙沼とかを代表してみますけど
[04:38:26] あのバス専用道とかがあるんですよね brt はこのエリアですけど
[04:38:33] バス専用の道があったらまあこのエリアで
[04:38:39] dmv は なんていうか
[04:38:43] バスとしても行けるし 列車としても行けるというのがその特徴となっておりますので
[04:38:51] こういう専用道みたいなのが存在しています 線路ですけどね
[04:38:59] 今今はまあ滅多に出てきませんけど 四国でこういう感じ
[04:39:04] ですね
[04:39:07] 似てるよね似てないよね別にあのあれは あの発音だけ似てる
[04:39:13] ということで市街局版なんですが 088ですけど
[04:39:18] 高知県と共有していますので4桁目は 0883から6ですね
[04:39:26] はい
[04:39:43] ということで高知県に行きます
[04:39:48] 高知県は ダイヤ行きましょう
[04:39:52] まあ標識はさっき言った通り 線との見分けが難しそう
[04:39:56] まあそうですね
[04:40:00] でもあんまりなんか四国であんな感じはないかな あんな感じ
[04:40:06] なんか海がこっちに見えて ああいうのは多分あのあたりしかないんじゃないか
[04:40:12] と思いますけど
[04:40:15] ということで高知県のダイヤですね 高知県ダイヤは
[04:40:20] 時計回りの ここで分割されてるやつですね
[04:40:24] 同じ例としては三重県とか存在してるやつです でこれも四国だと高知だけで止まれがちっちゃいっていうのも
[04:40:34] 高知徳島にあるかな と思いますが高知セットですねこれは
[04:40:43] で高知四万ホール紹介します 高知四万ホールを先ほど紹介した徳島四万ホールに結構にて周りがうねうねしてます
[04:40:51] けど 周り真ん中に s かな
[04:40:56] みたいな書いてあります 徳島は真ん中 t でしたけど高知は s
[04:41:02] です 同じそのあたりで見分けるとただモザイク越しだとちょっとね
[04:41:10] モザイク越しじゃない 結構判断難しかったりするんですが
[04:41:16] 高知四万ホールで 高知市の変わった車を紹介しますここに沖ノ島っていう島があるんですけど
